Status,Server,Name,Model,Processor,Proc. Count,Memory,Serial Number,iLO,iLO FW,ROM Version,Appliance Name
OK,"SBICDCENCL13, bay 10",sccppblrdbo254,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,262144,SGH126YY8Q,"1. fe80:0:0:0:b67a:f1ff:fec0:d4f2, 2. 172.16.43.21",2.55 Oct 01 2021,I42 v2.54 (09/03/2021),DC-Synergy1
OK,"SBICDCENCL39, bay 10",sccppblresx212.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,2,393216,SGH034YM23,"1. fe80:0:0:0:9640:c9ff:fe40:3d8a, 2. 172.16.43.195",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL38, bay 10",sccppblresx237.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,262144,SGH111TRDF,"1. fe80:0:0:0:b67a:f1ff:fe59:836a, 2. 172.16.43.192",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL23, bay 10",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,2,524288,SGH126YY24,"1. fe80:0:0:0:b67a:f1ff:febf:2bf6, 2. 172.16.43.45",2.55 Oct 01 2021,I42 v2.54 (09/03/2021),DC-Synergy1
OK,"SBICDCENCL41, bay 10",SCCPPBLRAPP459,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,131072,SGH126YY8N,"1. fe80:0:0:0:b67a:f1ff:fec0:a4d4, 2. 172.16.43.218",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL35, bay 10",sccptblresx185.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,262144,SGH110T2YF,"1. fe80:0:0:0:b67a:f1ff:fe59:3ac0, 2. 172.16.43.242",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL53, bay 10",,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5217 CPU @ 3.00GHz,2,65536,SGH942WLYF,"1. fe80:0:0:0:af1:eaff:fe78:2e, 2. 172.16.43.72",2.60 Dec 06 2021,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL30, bay 10",SCCPPBLRAPP1011,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Silver 4314 CPU @ 2.40GHz,2,524288,SGH248XVW1,"1. fe80:0:0:0:5eed:8cff:fe33:a1d8, 2. 172.16.43.122",2.71 Jul 04 2022,I44 v1.66 (09/19/2022),DC-Synergy1
OK,"SBICDCENCL29, bay 10",SCCPPBLRESX406.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz,2,524288,SGH247WC2B,"1. fe80:0:0:0:5eed:8cff:fe38:6c62, 2. 172.16.43.98",2.71 Jul 04 2022,I44 v1.66 (09/19/2022),DC-Synergy1
OK,"SBICDCENCL36, bay 10",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,2,65536,SGH126YY2N,"1. fe80:0:0:0:b67a:f1ff:febf:ca0c, 2. 172.16.43.170",2.44 Apr 30 2021,I42 v2.42 (01/23/2021),DC-Synergy1
OK,"SBICDCENCL53, bay 11",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,2,65536,SGH126YY1F,"1. fe80:0:0:0:b67a:f1ff:febf:4b76, 2. 172.16.43.71",2.60 Dec 06 2021,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL12, bay 11",sccpmblresx003.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,2,393216,SGH047WQZP,"1. fe80:0:0:0:b67a:f1ff:fe55:607a, 2. 172.16.43.22",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL23, bay 11",sccppblrapp106,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,524288,SGH107XK63,"1. fe80:0:0:0:9640:c9ff:fe37:69b6, 2. 172.16.43.47",2.60 Dec 06 2021,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL52, bay 11",sccppblresx303.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz,2,393216,SGH010TH24,"1. fe80:0:0:0:9640:c9ff:fe2a:203a, 2. 172.16.43.79",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL32, bay 11",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,262144,SGH126YY9M,"1. fe80:0:0:0:b67a:f1ff:fec0:15e0, 2. 172.16.43.115",2.60 Dec 06 2021,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL35, bay 11",SCCPPBLRESX367.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz,2,393216,SGH010TH1W,"1. fe80:0:0:0:9640:c9ff:fe2a:10b0, 2. 172.16.43.254",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL34, bay 11",sccppblresx178.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,2,458752,SGH034YM1Z,"1. fe80:0:0:0:9640:c9ff:fe40:4d72, 2. 172.16.43.246",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL36, bay 11",SCCPPBLRAPP055,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,524288,SGH110T30P,"1. fe80:0:0:0:b67a:f1ff:feb2:f1fa, 2. 172.16.43.172",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL37, bay 11",SCCPPBLRAPP413,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,524288,SGH126YY8S,"1. fe80:0:0:0:b67a:f1ff:fec0:f4fc, 2. 172.16.43.173",2.55 Oct 01 2021,I42 v2.54 (09/03/2021),DC-Synergy1
OK,"SBICDCENCL13, bay 11",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,2,524288,SGH126YY28,"1. fe80:0:0:0:b67a:f1ff:febf:5bc6, 2. 172.16.43.23",2.55 Oct 01 2021,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL22, bay 11",sccpmblresx002.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,2,393216,SGH047WQZQ,"1. fe80:0:0:0:b67a:f1ff:fe55:6048, 2. 172.16.43.46",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL39, bay 11",sccppblresx241.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,2,393216,SGH044TPVN,"1. fe80:0:0:0:b67a:f1ff:fe4f:3fe, 2. 172.16.43.197",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL38, bay 11",sccppblresx242.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,262144,SGH126SCPP,"1. fe80:0:0:0:b67a:f1ff:fec0:e490, 2. 172.16.43.194",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL40, bay 11",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,2,65536,SGH126YY2L,"1. fe80:0:0:0:b67a:f1ff:febf:bf4, 2. 172.16.43.217",2.72 Sep 04 2022,I42 v2.68 (07/14/2022),DC-Synergy1
OK,"SBICDCENCL41, bay 11",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,196608,SGH126YY9F,"1. fe80:0:0:0:b67a:f1ff:fec0:1520, 2. 172.16.43.220",2.55 Oct 01 2021,I42 v2.54 (09/03/2021),DC-Synergy1
OK,"SBICDCENCL29, bay 11",SCCPPBLRESX503.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz,2,524288,SGH247WC2J,"1. fe80:0:0:0:5eed:8cff:fe3a:acbe, 2. 172.16.43.99",2.71 Jul 04 2022,I44 v1.66 (09/19/2022),DC-Synergy1
OK,"SBICDCENCL30, bay 11",SCCPTBLRESX519.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,2,524288,SGH339MCPF,"1. fe80:0:0:0:5eed:8cff:febb:3104, 2. 172.16.43.93",2.99 Nov 15 2023,I44 v1.90 (10/19/2023),DC-Synergy1
OK,"SBICDCENCL31, bay 11",SCCPPBLRESX522.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,2,524288,SGH339MCPG,"1. fe80:0:0:0:5eed:8cff:feb3:f494, 2. 172.16.43.131",2.99 Nov 15 2023,I44 v1.90 (10/19/2023),DC-Synergy1
OK,"SBICDCENCL39, bay 12",sccppblresx216.sbimpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218R CPU @ 2.10GHz,2,393216,SGH034YM24,"1. fe80:0:0:0:9640:c9ff:fe40:5d30, 2. 172.16.43.198",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL23, bay 12",SCCPPBLRESX223.SBICMPC.INTERNAL,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,262144,SGH107XK5B,"1. fe80:0:0:0:9640:c9ff:fe47:d9a2, 2. 172.16.43.49",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL29, bay 12",,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz,2,262144,SGH249STXZ,"1. fe80:0:0:0:5eed:8cff:fe39:4cce, 2. 172.16.43.100",2.71 Jul 04 2022,I44 v1.66 (09/19/2022),DC-Synergy1
OK,"SBICDCENCL52, bay 12",SCCPMBLRESX004.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,2,262144,SGH942WLY1,"1. fe80:0:0:0:af1:eaff:fe80:f3ce, 2. 172.16.43.80",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL35, bay 12",sccppblresx187.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,262144,SGH125XD8F,"1. fe80:0:0:0:b67a:f1ff:fec0:d4b0, 2. 172.16.43.251",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL40, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4208 CPU @ 2.10GHz,2,262144,SGH126YY2J,"1. fe80:0:0:0:b67a:f1ff:febf:5bbe, 2. 172.16.43.219",2.44 Apr 30 2021,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL37, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,196608,SGH127SMZ3,"1. fe80:0:0:0:b67a:f1ff:fec0:df0e, 2. 172.16.43.175",2.44 Apr 30 2021,I42 v2.42 (01/23/2021),DC-Synergy1
OK,"SBICDCENCL53, bay 12",sccptblresx295.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,393216,SGH951Y5N3,"1. fe80:0:0:0:af1:eaff:fe82:d3ba, 2. 172.16.43.70",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL41, bay 12",,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz,2,262144,SGH137W499,"1. fe80:0:0:0:b67a:f1ff:febe:8846, 2. 172.16.43.221",2.55 Oct 01 2021,I44 v1.52 (09/22/2021),DC-Synergy1
OK,"SBICDCENCL38, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,524288,SGH126YYGD,"1. fe80:0:0:0:b67a:f1ff:febf:dac2, 2. 172.16.43.196",2.55 Oct 01 2021,I42 v2.54 (09/03/2021),DC-Synergy1
OK,"SBICDCENCL13, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,524288,SGH127SMYZ,"1. fe80:0:0:0:b67a:f1ff:fec0:cfee, 2. 172.16.43.25",2.44 Apr 30 2021,I42 v2.42 (01/23/2021),DC-Synergy1
OK,"SBICDCENCL22, bay 12",sccppblresx240.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Silver 4316 CPU @ 2.30GHz,2,393216,SGH137W49D,"1. fe80:0:0:0:b67a:f1ff:febe:887e, 2. 172.16.43.48",2.71 Jul 04 2022,I44 v1.60 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL32, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,2,262144,SGH107XK58,"1. fe80:0:0:0:b67a:f1ff:fe48:198, 2. 172.16.43.130",2.60 Dec 06 2021,I42 v2.58 (11/24/2021),DC-Synergy1
Critical,"SBICDCENCL12, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,524288,GW17NP3000,"1. fe80:0:0:0:b67a:f1ff:fec4:ba9a, 2. 172.16.43.24",2.78 Dec 16 2022,I42 v2.58 (11/24/2021),DC-Synergy1
OK,"SBICDCENCL36, bay 12",,Synergy 480 Gen10,Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz,2,65536,SGH126YY8B,"1. fe80:0:0:0:b67a:f1ff:fec0:f49e, 2. 172.16.43.174",2.72 Sep 04 2022,I42 v2.68 (07/14/2022),DC-Synergy1
OK,"SBICDCENCL30, bay 12",SCCPTBLRESX520.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Gold 6338 CPU @ 2.00GHz,2,524288,SGH339MCPP,"1. fe80:0:0:0:5eed:8cff:febb:5154, 2. 172.16.43.95",2.99 Nov 15 2023,I44 v1.90 (10/19/2023),DC-Synergy1
OK,"SBICDCENCL34, bay 12",sccppblresx377.sbicmpc.internal,Synergy 480 Gen10,Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,2,393216,SGH942WLY3,"1. fe80:0:0:0:af1:eaff:fe80:f346, 2. 172.16.43.247",2.71 Jul 04 2022,I42 v2.66 (06/01/2022),DC-Synergy1
OK,"SBICDCENCL31, bay 12",SCCPPBLRESX407.sbicmpc.internal,Synergy 480 Gen10 Plus,Intel(R) Xeon(R) Gold 5318Y CPU @ 2.10GHz,2,524288,SGH243TBB2,"1. fe80:0:0:0:5eed:8cff:fe34:d1e, 2. 172.16.43.132",2.71 Jul 04 2022,I44 v1.66 (09/19/2022),DC-Synergy1
